Timestamp,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8
1763470582.2740247,4,-1,6,32,-1,-5,-3,-33
1763470582.2820463,10,-6,1,26,-84,24,41,2
1763470582.2971945,10,-6,-27,-34,89,11,15,-41
1763470582.3195643,-1,5,15,39,13,29,3,-7
1763470582.342842,2,2,-4,10,37,62,28,89
1763470582.3575552,8,-4,-9,5,8,-60,30,42
1763470582.3646538,1,4,23,-6,-23,4,28,9
1763470582.3796668,-3,-6,-1,-30,-14,21,34,7
1763470582.4104831,-16,0,13,-7,-60,-28,-39,-60
1763470582.4171872,4,2,-2,6,31,10,-16,-36
1763470582.4395328,18,5,14,36,-18,1,43,45
1763470582.4628384,-5,-9,-25,-48,6,-24,-52,-63
1763470582.4770272,-2,-7,-9,-25,-26,29,-9,25
1763470582.4998097,-1,4,26,58,-9,-20,-40,-44
1763470582.5230691,15,-4,-30,-77,6,-32,-1,-7
1763470582.5374177,-23,-1,6,27,-41,27,13,-5
1763470582.5595965,-9,-9,-14,33,26,-12,-28,-32
1763470582.5829847,-10,3,16,8,22,-32,-6,-4
1763470582.5970833,4,5,-1,-9,-1,-8,9,78
1763470582.6197386,-2,-3,-9,8,-4,-48,-40,60
1763470582.6427023,-8,1,1,1,60,17,-8,-43
1763470582.6570315,-7,5,17,-7,-11,29,33,21
1763470582.6877143,20,-8,-30,-22,36,-6,24,82
1763470582.7024863,4,2,-30,-26,-17,11,-3,32
1763470582.7170987,-1,-7,1,42,30,29,34,-67
1763470582.739602,0,-1,11,-52,-43,-29,-38,-31
1763470582.762075,-1,3,5,3,4,68,9,-24
1763470582.7852836,-4,-4,-3,14,-29,-28,11,-10
1763470582.7995036,-6,1,18,21,-20,23,-6,-59
1763470582.83026,14,1,-9,-41,-9,-19,-7,101
1763470582.8369727,16,11,34,42,-38,-9,1,-15
1763470582.8595128,-13,2,12,46,31,-87,-18,24
1763470582.8822062,-3,-9,-9,-45,-23,-25,-19,-16
1763470582.8972974,-7,3,21,83,19,81,30,-66
1763470582.9198263,6,-5,-46,-75,-5,14,-6,6
1763470582.9502883,-15,-13,-21,-59,-31,-2,13,-39
1763470582.9669552,1,11,23,14,45,72,-9,7
1763470582.979624,8,-8,-13,-10,12,-36,39,-7
1763470583.0187964,3,2,14,-26,-20,-42,-42,-45
1763470583.0247548,12,2,20,69,-14,46,33,-5
1763470583.0403407,-25,-1,7,41,5,7,-45,-120
1763470583.0472946,23,5,16,-35,4,-11,46,68
1763470583.0622292,14,7,-14,-23,-6,20,9,91
1763470583.0765202,-4,-4,0,-7,7,-12,14,84
1763470583.0845628,-16,-12,-17,0,58,-18,-27,-40
1763470583.1080875,-4,9,15,-18,30,27,9,-22
1763470583.1227608,-6,-5,-10,72,-8,31,-15,-34
1763470583.1367757,1,-2,1,-22,-8,20,-8,8
1763470583.1445508,-2,4,2,-4,-12,59,-8,13
1763470583.1595154,2,-7,-15,-22,-31,1,-14,-25
1763470583.1820498,-12,1,-25,-41,48,-3,-1,-19
1763470583.19795,-2,0,12,10,-8,-37,-11,26
1763470583.2046592,-18,-4,-12,78,19,10,-30,-105
1763470583.2195466,6,-7,-33,-46,-34,-36,-42,-42
1763470583.2421474,-22,-2,18,24,-2,-18,9,-34
1763470583.2652094,6,6,9,-6,-14,-25,22,49
1763470583.2796447,10,-6,-13,22,27,-8,16,61
1763470583.3022995,3,-9,-17,-57,-56,17,14,91
1763470583.3255417,3,3,14,-22,-48,25,19,-44
1763470583.3399305,-17,-5,13,39,7,11,4,-47
1763470583.3621948,5,3,-2,1,14,67,-4,-55
1763470583.3853998,2,1,6,44,19,23,5,53
1763470583.399963,2,-2,-30,-1,40,-9,3,-38
